full_jaspar_motif,jaspar_motif,jaspar_name_1,jaspar_name_2,TFClass_name_1,TFClass_name_2,RNA_name_1,RNA_name_2,TFClass_subfamily_1,TFClass_family_1,TFClass_class_1,TFClass_superclass_1,TFClass_num_1,TFClass_subfamily_2,TFClass_family_2,TFClass_class_2,TFClass_superclass_2,TFClass_num_2,lowest_level_fam_1,lowest_level_fam_2
MA1140.2_JUNB(var.2),JUNB(var.2),JUNB,NA,JunB,NA,JUNB,NA,Jun,Jun-related,Basic leucine zipper factors (bZIP),Basic domains,1.1.1.1.2,NA,NA,NA,NA,NA,Jun,NA
MA0701.2_LHX9,LHX9,LHX9,NA,LHX9,NA,LHX9,NA,LHX2-like,HD-LIM,Homeo domain factors,Helix-turn-helix domains,3.1.5.3.2,NA,NA,NA,NA,NA,LHX2-like,NA
MA0702.2_LMX1A,LMX1A,LMX1A,NA,LMX1A (LMX1alpha),NA,LMX1A,NA,LMX,HD-LIM,Homeo domain factors,Helix-turn-helix domains,3.1.5.6.1,NA,NA,NA,NA,NA,LMX,NA
MA0703.2_LMX1B,LMX1B,LMX1B,NA,LMX1B (LMX1beta),NA,LMX1B,NA,LMX,HD-LIM,Homeo domain factors,Helix-turn-helix domains,3.1.5.6.2,NA,NA,NA,NA,NA,LMX,NA
MA0623.2_NEUROG1,NEUROG1,NEUROG1,NA,NGN1/NEUROG1,NA,NEUROG1,NA,Neurogenin-ATO,Tal-related,Basic helix-loop-helix factors (bHLH),Basic domains,1.2.3.4.5,NA,NA,NA,NA,NA,Neurogenin-ATO,NA
MA0842.2_NRL,NRL,NRL,NA,NRL,NA,NRL,NA,Large MAF,Maf-related,Basic leucine zipper factors (bZIP),Basic domains,1.1.3.1.4,NA,NA,NA,NA,NA,Large MAF,NA
MA0682.2_PITX1,PITX1,PITX1,NA,PITX1,NA,PITX1,NA,PITX,Paired-related HD,Homeo domain factors,Helix-turn-helix domains,3.1.3.19.1,NA,NA,NA,NA,NA,PITX,NA
MA0075.3_PRRX2,PRRX2,PRRX2,NA,PRRX2,NA,PRRX2,NA,PRRX,Paired-related HD,Homeo domain factors,Helix-turn-helix domains,3.1.3.21.2,NA,NA,NA,NA,NA,PRRX,NA
MA0867.2_SOX4,SOX4,SOX4,NA,SOX4,NA,SOX4,NA,Group C,SOX-related,High-mobility group (HMG) domain factors,Other all-alpha-helical DNA-binding domains,4.1.1.3.1,NA,NA,NA,NA,NA,Group C,NA
MA0868.2_SOX8,SOX8,SOX8,NA,SOX8,NA,SOX8,NA,Group E,SOX-related,High-mobility group (HMG) domain factors,Other all-alpha-helical DNA-binding domains,4.1.1.5.1,NA,NA,NA,NA,NA,Group E,NA
MA0079.4_SP1,SP1,SP1,NA,Sp1,NA,SP1,NA,Sp1-like,Three-zinc finger Krüppel-related,C2H2 zinc finger factors,Zinc-coordinating DNA-binding domains,2.3.1.1.1,NA,NA,NA,NA,NA,Sp1-like,NA
MA0516.2_SP2,SP2,SP2,NA,Sp2,NA,SP2,NA,Sp1-like,Three-zinc finger Krüppel-related,C2H2 zinc finger factors,Zinc-coordinating DNA-binding domains,2.3.1.1.2,NA,NA,NA,NA,NA,Sp1-like,NA
MA0746.2_SP3,SP3,SP3,NA,Sp3,NA,SP3,NA,Sp1-like,Three-zinc finger Krüppel-related,C2H2 zinc finger factors,Zinc-coordinating DNA-binding domains,2.3.1.1.3,NA,NA,NA,NA,NA,Sp1-like,NA
MA0632.2_TCFL5,TCFL5,TCFL5,NA,TCFL5,NA,TCFL5,NA,SOHLH,PAS,Basic helix-loop-helix factors (bHLH),Basic domains,1.2.5.5.3,NA,NA,NA,NA,NA,SOHLH,NA
MA0871.2_TFEC,TFEC,TFEC,NA,TFEC,NA,TFEC,NA,TFE3,bHLH-ZIP,Basic helix-loop-helix factors (bHLH),Basic domains,1.2.6.1.3,NA,NA,NA,NA,NA,TFE3,NA
MA0753.2_ZNF740,ZNF740,ZNF740,NA,ZNF740,NA,ZNF740,NA,Other,Other factors with up to three adjacent zinc fingers,C2H2 zinc finger factors,Zinc-coordinating DNA-binding domains,2.3.2.4.5,NA,NA,NA,NA,NA,Other,NA
MA1631.1_ASCL1(var.2),ASCL1(var.2),ASCL1,NA,ASCL1,NA,ASCL1,NA,ASC,MyoD-ASC-related,Basic helix-loop-helix factors (bHLH),Basic domains,1.2.2.2.1,NA,NA,NA,NA,NA,ASC,NA
MA1632.1_ATF2,ATF2,ATF2,NA,ATF-2,NA,ATF2,NA,ATF2,Jun-related,Basic leucine zipper factors (bZIP),Basic domains,1.1.1.3.1,NA,NA,NA,NA,NA,ATF2,NA
MA1633.1_BACH1,BACH1,BACH1,NA,BACH1,NA,BACH1,NA,NFE2,Jun-related,Basic leucine zipper factors (bZIP),Basic domains,1.1.1.2.5,NA,NA,NA,NA,NA,NFE2,NA
MA1634.1_BATF,BATF,BATF,NA,BATF,NA,BATF,NA,NA,B-ATF-related,Basic leucine zipper factors (bZIP),Basic domains,1.1.4.0.1,NA,NA,NA,NA,NA,B-ATF-related,NA
MA1635.1_BHLHE22(var.2),BHLHE22(var.2),BHLHE22,NA,BHLHE22,NA,BHLHE22,NA,Neurogenin-ATO,Tal-related,Basic helix-loop-helix factors (bHLH),Basic domains,1.2.3.4.11,NA,NA,NA,NA,NA,Neurogenin-ATO,NA
MA1636.1_CEBPG(var.2),CEBPG(var.2),CEBPG,NA,CEBPG,NA,CEBPG,NA,CEBP,CEBP-related,Basic leucine zipper factors (bZIP),Basic domains,1.1.8.1.3,NA,NA,NA,NA,NA,CEBP,NA
MA1637.1_EBF3,EBF3,EBF3,NA,EBF3,NA,EBF3,NA,NA,EBF-related,Rel homology region (RHR) factors,Immunoglobulin fold,6.1.5.0.3,NA,NA,NA,NA,NA,EBF-related,NA
MA1638.1_HAND2,HAND2,HAND2,NA,HAND2,NA,HAND2,NA,TWIST,Tal-related,Basic helix-loop-helix factors (bHLH),Basic domains,1.2.3.2.4,NA,NA,NA,NA,NA,TWIST,NA
MA1639.1_MEIS1(var.2),MEIS1(var.2),MEIS1,NA,MEIS1,NA,MEIS1,NA,MEIS,TALE-type HD,Homeo domain factors,Helix-turn-helix domains,3.1.4.2.1,NA,NA,NA,NA,NA,MEIS,NA
MA1640.1_MEIS2(var.2),MEIS2(var.2),MEIS2,NA,MEIS2,NA,MEIS2,NA,MEIS,TALE-type HD,Homeo domain factors,Helix-turn-helix domains,3.1.4.2.2,NA,NA,NA,NA,NA,MEIS,NA
MA1641.1_MYF5,MYF5,MYF5,NA,MYF5,NA,MYF5,NA,Myogenic TFs,MyoD-ASC-related,Basic helix-loop-helix factors (bHLH),Basic domains,1.2.2.1.3,NA,NA,NA,NA,NA,Myogenic TFs,NA
MA1642.1_NEUROG2(var.2),NEUROG2(var.2),NEUROG2,NA,NGN2/NEUROG2,NA,NEUROG2,NA,Neurogenin-ATO,Tal-related,Basic helix-loop-helix factors (bHLH),Basic domains,1.2.3.4.6,NA,NA,NA,NA,NA,Neurogenin-ATO,NA
MA1643.1_NFIB,NFIB,NFIB,NA,NF-1B,NA,NFIB,NA,NA,NF-1,SMAD/NF-1 DNA-binding domain factors,beta-Hairpin exposed by an alpha/beta-scaffold,7.1.2.0.2,NA,NA,NA,NA,NA,NF-1,NA
MA1644.1_NFYC,NFYC,NFYC,NA,NF-YC,NA,NFYC,NA,NA,Heteromeric CCAAT-binding,Heteromeric CCAAT-binding factors,Other all-alpha-helical DNA-binding domains,4.2.1.0.3,NA,NA,NA,NA,NA,Heteromeric CCAAT-binding,NA
MA1645.1_NKX2-2,NKX2-2,NKX2-2,NA,NKX2-2,NA,NKX2-2,NA,NK2.2,NK,Homeo domain factors,Helix-turn-helix domains,3.1.2.15.1,NA,NA,NA,NA,NA,NK2.2,NA
MA1646.1_OSR2,OSR2,OSR2,NA,OSR2,NA,OSR2,NA,unclassified,More than 3 adjacent zinc fingers,C2H2 zinc finger factors,Zinc-coordinating DNA-binding domains,2.3.3.0.9,NA,NA,NA,NA,NA,More than 3 adjacent zinc fingers,NA
MA1647.1_PRDM4,PRDM4,PRDM4,NA,PRDM4,NA,PRDM4,NA,unclassified,Factors with multiple dispersed zinc fingers,C2H2 zinc finger factors,Zinc-coordinating DNA-binding domains,2.3.4.0.31,NA,NA,NA,NA,NA,Factors with multiple dispersed zinc fingers,NA
MA1648.1_TCF12(var.2),TCF12(var.2),TCF12,NA,TCF12/HTF4,NA,TCF12,NA,E2A-like,E2A,Basic helix-loop-helix factors (bHLH),Basic domains,1.2.1.0.3,NA,NA,NA,NA,NA,E2A-like,NA
MA1649.1_ZBTB12,ZBTB12,ZBTB12,NA,ZBTB12,NA,ZBTB12,NA,ZBTB6-like,More than 3 adjacent zinc fingers,C2H2 zinc finger factors,Zinc-coordinating DNA-binding domains,2.3.3.11.3,NA,NA,NA,NA,NA,ZBTB6-like,NA
MA1650.1_ZBTB14,ZBTB14,ZBTB14,NA,ZFP161,NA,ZBTB14,NA,unclassified,More than 3 adjacent zinc fingers,C2H2 zinc finger factors,Zinc-coordinating DNA-binding domains,2.3.3.0.1,NA,NA,NA,NA,NA,More than 3 adjacent zinc fingers,NA
MA1651.1_ZFP42,ZFP42,ZFP42,NA,ZFP42,NA,ZFP42,NA,YY1-like,More than 3 adjacent zinc fingers,C2H2 zinc finger factors,Zinc-coordinating DNA-binding domains,2.3.3.9.3,NA,NA,NA,NA,NA,YY1-like,NA
MA1652.1_ZKSCAN5,ZKSCAN5,ZKSCAN5,NA,ZKSCAN5,NA,ZKSCAN5,NA,unclassified,Factors with multiple dispersed zinc fingers,C2H2 zinc finger factors,Zinc-coordinating DNA-binding domains,2.3.4.0.42,NA,NA,NA,NA,NA,Factors with multiple dispersed zinc fingers,NA
MA1653.1_ZNF148,ZNF148,ZNF148,NA,ZNF148,NA,ZNF148,NA,ZNF148-like,More than 3 adjacent zinc fingers,C2H2 zinc finger factors,Zinc-coordinating DNA-binding domains,2.3.3.13.1,NA,NA,NA,NA,NA,ZNF148-like,NA
MA1654.1_ZNF16,ZNF16,ZNF16,NA,ZNF16,NA,ZNF16,NA,unclassified,More than 3 adjacent zinc fingers,C2H2 zinc finger factors,Zinc-coordinating DNA-binding domains,2.3.3.0.204,NA,NA,NA,NA,NA,More than 3 adjacent zinc fingers,NA
MA1655.1_ZNF341,ZNF341,ZNF341,NA,ZNF341,NA,ZNF341,NA,unclassified,Factors with multiple dispersed zinc fingers,C2H2 zinc finger factors,Zinc-coordinating DNA-binding domains,2.3.4.0.35,NA,NA,NA,NA,NA,Factors with multiple dispersed zinc fingers,NA
MA1656.1_ZNF449,ZNF449,ZNF449,NA,ZNF449,NA,ZNF449,NA,unclassified,More than 3 adjacent zinc fingers,C2H2 zinc finger factors,Zinc-coordinating DNA-binding domains,2.3.3.0.41,NA,NA,NA,NA,NA,More than 3 adjacent zinc fingers,NA
MA1657.1_ZNF652,ZNF652,ZNF652,NA,ZNF652,NA,ZNF652,NA,ZNF652-like,More than 3 adjacent zinc fingers,C2H2 zinc finger factors,Zinc-coordinating DNA-binding domains,2.3.3.29.1,NA,NA,NA,NA,NA,ZNF652-like,NA
MA1683.1_FOXA3,FOXA3,FOXA3,NA,FOXA3,NA,FOXA3,NA,FOXA,FOX,Fork head / winged helix factors,Helix-turn-helix domains,3.3.1.1.3,NA,NA,NA,NA,NA,FOXA,NA
MA0833.2_ATF4,ATF4,ATF4,NA,ATF-4,NA,ATF4,NA,NA,ATF4-related,Basic leucine zipper factors (bZIP),Basic domains,1.1.6.0.1,NA,NA,NA,NA,NA,ATF4-related,NA
MA0835.2_BATF3,BATF3,BATF3,NA,BATF3,NA,BATF3,NA,NA,B-ATF-related,Basic leucine zipper factors (bZIP),Basic domains,1.1.4.0.3,NA,NA,NA,NA,NA,B-ATF-related,NA
MA0465.2_CDX2,CDX2,CDX2,NA,CDX2,NA,CDX2,NA,CDX,HOX,Homeo domain factors,Helix-turn-helix domains,3.1.1.9.2,NA,NA,NA,NA,NA,CDX,NA
MA0102.4_CEBPA,CEBPA,CEBPA,NA,CEBPA,NA,CEBPA,NA,CEBP,CEBP-related,Basic leucine zipper factors (bZIP),Basic domains,1.1.8.1.1,NA,NA,NA,NA,NA,CEBP,NA
MA0836.2_CEBPD,CEBPD,CEBPD,NA,CEBPD,NA,CEBPD,NA,CEBP,CEBP-related,Basic leucine zipper factors (bZIP),Basic domains,1.1.8.1.4,NA,NA,NA,NA,NA,CEBP,NA
MA0018.4_CREB1,CREB1,CREB1,NA,CREB1,NA,CREB1,NA,CREB-like,CREB-related,Basic leucine zipper factors (bZIP),Basic domains,1.1.7.1.1,NA,NA,NA,NA,NA,CREB-like,NA
MA1102.2_CTCFL,CTCFL,CTCFL,NA,CTCFL,NA,CTCFL,NA,CTCF-like,More than 3 adjacent zinc fingers,C2H2 zinc finger factors,Zinc-coordinating DNA-binding domains,2.3.3.50.2,NA,NA,NA,NA,NA,CTCF-like,NA
MA0471.2_E2F6,E2F6,E2F6,NA,E2F6,NA,E2F6,NA,E2F,E2F,Fork head / winged helix factors,Helix-turn-helix domains,3.3.2.1.6,NA,NA,NA,NA,NA,E2F,NA
MA0154.4_EBF1,EBF1,EBF1,NA,EBF1,NA,EBF1,NA,NA,EBF-related,Rel homology region (RHR) factors,Immunoglobulin fold,6.1.5.0.1,NA,NA,NA,NA,NA,EBF-related,NA
MA0162.4_EGR1,EGR1,EGR1,NA,EGR1,NA,EGR1,NA,EGR,Three-zinc finger Krüppel-related,C2H2 zinc finger factors,Zinc-coordinating DNA-binding domains,2.3.1.3.1,NA,NA,NA,NA,NA,EGR,NA
MA0598.3_EHF,EHF,EHF,NA,EHF,NA,EHF,NA,EHF-like,Ets-related,Tryptophan cluster factors,Helix-turn-helix domains,3.5.2.4.1,NA,NA,NA,NA,NA,EHF-like,NA
MA0473.3_ELF1,ELF1,ELF1,NA,Elf-1 (ELF14),NA,ELF1,NA,ELF1-like,Ets-related,Tryptophan cluster factors,Helix-turn-helix domains,3.5.2.3.1,NA,NA,NA,NA,NA,ELF1-like,NA
MA0640.2_ELF3,ELF3,ELF3,NA,Elf-3,NA,ELF3,NA,EHF-like,Ets-related,Tryptophan cluster factors,Helix-turn-helix domains,3.5.2.4.2,NA,NA,NA,NA,NA,EHF-like,NA
MA0592.3_ESRRA,ESRRA,ESRRA,NA,"ERR1 (ERRalpha, NR3B1)",NA,ESRRA,NA,ER-like(NR3A),Steroid hormone receptors,Nuclear receptors with C4 zinc fingers,Zinc-coordinating DNA-binding domains,2.1.1.2.3,NA,NA,NA,NA,NA,ER-like(NR3A),NA
MA0761.2_ETV1,ETV1,ETV1,NA,ETV1,NA,ETV1,NA,ELK-like,Ets-related,Tryptophan cluster factors,Helix-turn-helix domains,3.5.2.2.4,NA,NA,NA,NA,NA,ELK-like,NA
MA0764.2_ETV4,ETV4,ETV4,NA,ETV4,NA,ETV4,NA,ELK-like,Ets-related,Tryptophan cluster factors,Helix-turn-helix domains,3.5.2.2.5,NA,NA,NA,NA,NA,ELK-like,NA
MA0765.2_ETV5,ETV5,ETV5,NA,ETV5,NA,ETV5,NA,ELK-like,Ets-related,Tryptophan cluster factors,Helix-turn-helix domains,3.5.2.2.6,NA,NA,NA,NA,NA,ELK-like,NA
MA0477.2_FOSL1,FOSL1,FOSL1,NA,Fra-1,NA,FOSL1,NA,Fos,Fos-related,Basic leucine zipper factors (bZIP),Basic domains,1.1.2.1.3,NA,NA,NA,NA,NA,Fos,NA
MA0148.4_FOXA1,FOXA1,FOXA1,NA,FOXA1,NA,FOXA1,NA,FOXA,FOX,Fork head / winged helix factors,Helix-turn-helix domains,3.3.1.1.1,NA,NA,NA,NA,NA,FOXA,NA
MA0047.3_FOXA2,FOXA2,FOXA2,NA,FOXA2,NA,FOXA2,NA,FOXA,FOX,Fork head / winged helix factors,Helix-turn-helix domains,3.3.1.1.2,NA,NA,NA,NA,NA,FOXA,NA
MA1103.2_FOXK2,FOXK2,FOXK2,NA,FOXK2,NA,FOXK2,NA,FOXK,FOX,Fork head / winged helix factors,Helix-turn-helix domains,3.3.1.11.2,NA,NA,NA,NA,NA,FOXK,NA
MA0481.3_FOXP1,FOXP1,FOXP1,NA,FOXP1,NA,FOXP1,NA,FOXP,FOX,Fork head / winged helix factors,Helix-turn-helix domains,3.3.1.16.1,NA,NA,NA,NA,NA,FOXP,NA
MA0062.3_GABPA,GABPA,GABPA,NA,GABPA,NA,GABPA,NA,ETS-like,Ets-related,Tryptophan cluster factors,Helix-turn-helix domains,3.5.2.1.5,NA,NA,NA,NA,NA,ETS-like,NA
MA0035.4_GATA1,GATA1,GATA1,NA,GATA1,NA,GATA1,NA,GATA double,C4-GATA-related,Other C4 zinc finger-type factors,Zinc-coordinating DNA-binding domains,2.2.1.1.1,NA,NA,NA,NA,NA,GATA double,NA
MA0482.2_GATA4,GATA4,GATA4,NA,GATA4,NA,GATA4,NA,GATA double,C4-GATA-related,Other C4 zinc finger-type factors,Zinc-coordinating DNA-binding domains,2.2.1.1.4,NA,NA,NA,NA,NA,GATA double,NA
MA1104.2_GATA6,GATA6,GATA6,NA,GATA6,NA,GATA6,NA,GATA double,C4-GATA-related,Other C4 zinc finger-type factors,Zinc-coordinating DNA-binding domains,2.2.1.1.6,NA,NA,NA,NA,NA,GATA double,NA
MA1105.2_GRHL2,GRHL2,GRHL2,NA,GRH-L2,NA,GRHL2,NA,GRH-like,Grainyhead-related,Grainyhead,Immunoglobulin fold,6.7.1.1.2,NA,NA,NA,NA,NA,GRH-like,NA
MA0043.3_HLF,HLF,HLF,NA,HLF,NA,HLF,NA,PAR,CEBP-related,Basic leucine zipper factors (bZIP),Basic domains,1.1.8.2.2,NA,NA,NA,NA,NA,PAR,NA
MA0114.4_HNF4A,HNF4A,HNF4A,NA,HNF4ALPHA (NR2A1),NA,HNF4A,NA,HNF4(NR2A),RXR-related receptors,Nuclear receptors with C4 zinc fingers,Zinc-coordinating DNA-binding domains,2.1.3.2.1,NA,NA,NA,NA,NA,HNF4(NR2A),NA
MA0484.2_HNF4G,HNF4G,HNF4G,NA,HNF4GAMMA (NR2A2),NA,HNF4G,NA,HNF4(NR2A),RXR-related receptors,Nuclear receptors with C4 zinc fingers,Zinc-coordinating DNA-binding domains,2.1.3.2.2,NA,NA,NA,NA,NA,HNF4(NR2A),NA
MA0901.2_HOXB13,HOXB13,HOXB13,NA,HOXB13,NA,HOXB13,NA,HOX9-13,HOX,Homeo domain factors,Helix-turn-helix domains,3.1.1.8.15,NA,NA,NA,NA,NA,HOX9-13,NA
MA0490.2_JUNB,JUNB,JUNB,NA,JunB,NA,JUNB,NA,Jun,Jun-related,Basic leucine zipper factors (bZIP),Basic domains,1.1.1.1.2,NA,NA,NA,NA,NA,Jun,NA
MA0491.2_JUND,JUND,JUND,NA,JunD,NA,JUND,NA,Jun,Jun-related,Basic leucine zipper factors (bZIP),Basic domains,1.1.1.1.3,NA,NA,NA,NA,NA,Jun,NA
MA0039.4_KLF4,KLF4,KLF4,NA,KLF4,NA,KLF4,NA,Kr-like,Three-zinc finger Krüppel-related,C2H2 zinc finger factors,Zinc-coordinating DNA-binding domains,2.3.1.2.4,NA,NA,NA,NA,NA,Kr-like,NA
MA1107.2_KLF9,KLF9,KLF9,NA,KLF9,NA,KLF9,NA,Kr-like,Three-zinc finger Krüppel-related,C2H2 zinc finger factors,Zinc-coordinating DNA-binding domains,2.3.1.2.9,NA,NA,NA,NA,NA,Kr-like,NA
MA0700.2_LHX2,LHX2,LHX2,NA,LHX2,NA,LHX2,NA,LHX2-like,HD-LIM,Homeo domain factors,Helix-turn-helix domains,3.1.5.3.1,NA,NA,NA,NA,NA,LHX2-like,NA
MA0495.3_MAFF,MAFF,MAFF,NA,MAFF,NA,MAFF,NA,Small MAF,Maf-related,Basic leucine zipper factors (bZIP),Basic domains,1.1.3.2.1,NA,NA,NA,NA,NA,Small MAF,NA
MA0659.2_MAFG,MAFG,MAFG,NA,MAFG,NA,MAFG,NA,Small MAF,Maf-related,Basic leucine zipper factors (bZIP),Basic domains,1.1.3.2.2,NA,NA,NA,NA,NA,Small MAF,NA
MA0496.3_MAFK,MAFK,MAFK,NA,MAFK,NA,MAFK,NA,Small MAF,Maf-related,Basic leucine zipper factors (bZIP),Basic domains,1.1.3.2.3,NA,NA,NA,NA,NA,Small MAF,NA
MA0052.4_MEF2A,MEF2A,MEF2A,NA,MEF2A,NA,MEF2A,NA,MEF2,Regulators of differentiation,MADS box factors,alpha-Helices exposed by beta-structures,5.1.1.1.1,NA,NA,NA,NA,NA,MEF2,NA
MA0620.3_MITF,MITF,MITF,NA,MiTF,NA,MITF,NA,TFE3,bHLH-ZIP,Basic helix-loop-helix factors (bHLH),Basic domains,1.2.6.1.4,NA,NA,NA,NA,NA,TFE3,NA
MA1108.2_MXI1,MXI1,MXI1,NA,MXI1,NA,MXI1,NA,MAD,bHLH-ZIP,Basic helix-loop-helix factors (bHLH),Basic domains,1.2.6.7.5,NA,NA,NA,NA,NA,MAD,NA
MA0499.2_MYOD1,MYOD1,MYOD1,NA,MyoD,NA,MYOD1,NA,Myogenic TFs,MyoD-ASC-related,Basic helix-loop-helix factors (bHLH),Basic domains,1.2.2.1.1,NA,NA,NA,NA,NA,Myogenic TFs,NA
MA0500.2_MYOG,MYOG,MYOG,NA,MYOG,NA,MYOG,NA,Myogenic TFs,MyoD-ASC-related,Basic helix-loop-helix factors (bHLH),Basic domains,1.2.2.1.2,NA,NA,NA,NA,NA,Myogenic TFs,NA
MA0056.2_MZF1,MZF1,MZF1,NA,MZF1,NA,MZF1,NA,unclassified,More than 3 adjacent zinc fingers,C2H2 zinc finger factors,Zinc-coordinating DNA-binding domains,2.3.3.0.152,NA,NA,NA,NA,NA,More than 3 adjacent zinc fingers,NA
MA0089.2_NFE2L1,NFE2L1,NFE2L1,NA,NFE2L1,NA,NFE2L1,NA,NFE2,Jun-related,Basic leucine zipper factors (bZIP),Basic domains,1.1.1.2.2,NA,NA,NA,NA,NA,NFE2,NA
MA0025.2_NFIL3,NFIL3,NFIL3,NA,NFIL3,NA,NFIL3,NA,PAR,CEBP-related,Basic leucine zipper factors (bZIP),Basic domains,1.1.8.2.3,NA,NA,NA,NA,NA,PAR,NA
MA0502.2_NFYB,NFYB,NFYB,NA,NF-YB,NA,NFYB,NA,NA,Heteromeric CCAAT-binding,Heteromeric CCAAT-binding factors,Other all-alpha-helical DNA-binding domains,4.2.1.0.2,NA,NA,NA,NA,NA,Heteromeric CCAAT-binding,NA
MA0063.2_NKX2-5,NKX2-5,NKX2-5,NA,NKX2-5,NA,NKX2-5,NA,NK4,NK,Homeo domain factors,Helix-turn-helix domains,3.1.2.17.2,NA,NA,NA,NA,NA,NK4,NA
MA1112.2_NR4A1,NR4A1,NR4A1,NA,NGFI-B (NR4A1),NA,NR4A1,NA,NA,NGFI(NR4A),Nuclear receptors with C4 zinc fingers,Zinc-coordinating DNA-binding domains,2.1.4.0.1,NA,NA,NA,NA,NA,NGFI(NR4A),NA
MA0679.2_ONECUT1,ONECUT1,ONECUT1,NA,ONECUT1,NA,ONECUT1,NA,ONECUT,HD-CUT,Homeo domain factors,Helix-turn-helix domains,3.1.9.1.1,NA,NA,NA,NA,NA,ONECUT,NA
MA0712.2_OTX2,OTX2,OTX2,NA,OTX2,NA,OTX2,NA,OTX,Paired-related HD,Homeo domain factors,Helix-turn-helix domains,3.1.3.17.2,NA,NA,NA,NA,NA,OTX,NA
MA1113.2_PBX2,PBX2,PBX2,NA,PKNOX2,NA,PBX2,NA,PBX,TALE-type HD,Homeo domain factors,Helix-turn-helix domains,3.1.4.4.2,NA,NA,NA,NA,NA,PBX,NA
MA0681.2_PHOX2B,PHOX2B,PHOX2B,NA,PHOX2B,NA,PHOX2B,NA,PHOX,Paired-related HD,Homeo domain factors,Helix-turn-helix domains,3.1.3.18.2,NA,NA,NA,NA,NA,PHOX,NA
MA0782.2_PKNOX1,PKNOX1,PKNOX1,NA,PKNOX1,NA,PKNOX1,NA,PBX,TALE-type HD,Homeo domain factors,Helix-turn-helix domains,3.1.4.4.1,NA,NA,NA,NA,NA,PBX,NA
MA0627.2_POU2F3,POU2F3,POU2F3,NA,POU2F3 (Oct-11),NA,POU2F3,NA,POU2,POU,Homeo domain factors,Helix-turn-helix domains,3.1.10.2.3,NA,NA,NA,NA,NA,POU2,NA
MA0508.3_PRDM1,PRDM1,PRDM1,NA,PRDM1,NA,PRDM1,NA,PRDM1-like,More than 3 adjacent zinc fingers,C2H2 zinc finger factors,Zinc-coordinating DNA-binding domains,2.3.3.12.1,NA,NA,NA,NA,NA,PRDM1-like,NA
MA0509.2_RFX1,RFX1,RFX1,NA,RFX1,NA,RFX1,NA,NA,RFX,Fork head / winged helix factors,Helix-turn-helix domains,3.3.3.0.1,NA,NA,NA,NA,NA,RFX,NA
MA0798.2_RFX3,RFX3,RFX3,NA,RFX3,NA,RFX3,NA,NA,RFX,Fork head / winged helix factors,Helix-turn-helix domains,3.3.3.0.3,NA,NA,NA,NA,NA,RFX,NA
MA0684.2_RUNX3,RUNX3,RUNX3,NA,Runx3,NA,RUNX3,NA,NA,Runt-related,Runt domain factors,Immunoglobulin fold,6.4.1.0.3,NA,NA,NA,NA,NA,Runt-related,NA
MA0743.2_SCRT1,SCRT1,SCRT1,NA,SCRT1,NA,SCRT1,NA,Snail-like,More than 3 adjacent zinc fingers,C2H2 zinc finger factors,Zinc-coordinating DNA-binding domains,2.3.3.2.4,NA,NA,NA,NA,NA,Snail-like,NA
MA0744.2_SCRT2,SCRT2,SCRT2,NA,SCRT2,NA,SCRT2,NA,Snail-like,More than 3 adjacent zinc fingers,C2H2 zinc finger factors,Zinc-coordinating DNA-binding domains,2.3.3.2.5,NA,NA,NA,NA,NA,Snail-like,NA
MA0745.2_SNAI2,SNAI2,SNAI2,NA,SNAI2,NA,SNAI2,NA,Snail-like,More than 3 adjacent zinc fingers,C2H2 zinc finger factors,Zinc-coordinating DNA-binding domains,2.3.3.2.2,NA,NA,NA,NA,NA,Snail-like,NA
MA0143.4_SOX2,SOX2,SOX2,NA,SOX2,NA,SOX2,NA,Group B,SOX-related,High-mobility group (HMG) domain factors,Other all-alpha-helical DNA-binding domains,4.1.1.2.2,NA,NA,NA,NA,NA,Group B,NA
MA0080.5_SPI1,SPI1,SPI1,NA,PU.1 (Spi-1),NA,SPI1,NA,SPI-like,Ets-related,Tryptophan cluster factors,Helix-turn-helix domains,3.5.2.5.1,NA,NA,NA,NA,NA,SPI-like,NA
MA0081.2_SPIB,SPIB,SPIB,NA,SpiB,NA,SPIB,NA,SPI-like,Ets-related,Tryptophan cluster factors,Helix-turn-helix domains,3.5.2.5.2,NA,NA,NA,NA,NA,SPI-like,NA
MA0829.2_SREBF1(var.2),SREBF1(var.2),SREBF1,NA,SREBF1,NA,SREBF1,NA,SREBF,bHLH-ZIP,Basic helix-loop-helix factors (bHLH),Basic domains,1.2.6.3.1,NA,NA,NA,NA,NA,SREBF,NA
MA0522.3_TCF3,TCF3,TCF3,NA,TCF3 (E2A),NA,TCF3,NA,E2A-like,E2A,Basic helix-loop-helix factors (bHLH),Basic domains,1.2.1.0.1,NA,NA,NA,NA,NA,E2A-like,NA
MA0830.2_TCF4,TCF4,TCF4,NA,TCF4 / SEF2,NA,TCF4,NA,E2A-like,E2A,Basic helix-loop-helix factors (bHLH),Basic domains,1.2.1.0.2,NA,NA,NA,NA,NA,E2A-like,NA
MA0769.2_TCF7,TCF7,TCF7,NA,TCF-7,NA,TCF7,NA,NA,TCF7-related,High-mobility group (HMG) domain factors,Other all-alpha-helical DNA-binding domains,4.1.3.0.1,NA,NA,NA,NA,NA,TCF7-related,NA
